# 1:t 2:E_GW_dot 3:E_GW 4:J_GW_dot 5:J_GW
7058.4 2.24019369809e-07 0.0271876945325 5.71599416376e-06 1.11591279767
7060.8 2.20595949424e-07 0.0271882280709 5.66506208207e-06 1.11592645493
7063.2 2.16100325757e-07 0.0271887521064 5.61694373895e-06 1.11593999334
7065.6 2.10772177104e-07 0.0271892643534 5.57021775709e-06 1.11595341793
7068.0 2.04983343748e-07 0.0271897632601 5.52382506244e-06 1.11596673078
7070.4 1.99158655485e-07 0.0271902482305 5.47651637588e-06 1.11597993119
7072.8 1.93813909736e-07 0.0271907197975 5.42795130349e-06 1.11599301656
7075.2 1.89589972836e-07 0.0271911798822 5.37994440417e-06 1.11600598603
7077.6 1.8704836105e-07 0.0271916318482 5.33502286101e-06 1.11601884399
7080.0 1.86367205854e-07 0.0271920799469 5.29373512436e-06 1.1160315985
7082.4 1.87311295188e-07 0.0271925283611 5.25462454068e-06 1.11604425653
7084.8 1.89509012356e-07 0.0271929805454 5.21699114209e-06 1.11605682247
7087.2 1.92653051623e-07 0.0271934391399 5.18240404818e-06 1.11606930175
7089.6 1.96382901401e-07 0.0271939059831 5.15273056327e-06 1.11608170391
7092.0 2.00099892026e-07 0.0271943817624 5.12753480856e-06 1.11609404023
7094.4 2.03068421628e-07 0.0271948655644 5.10458491713e-06 1.11610631877
7096.8 2.04725589441e-07 0.0271953549172 5.08256611332e-06 1.11611854335
7099.2 2.04842168693e-07 0.0271958463985 5.06211163066e-06 1.11613071696
7101.6 2.03448036069e-07 0.0271963363468 5.04441844073e-06 1.1161428448
7104.0 2.00743134017e-07 0.0271968213762 5.03029389088e-06 1.11615493445
7106.4 1.97090007839e-07 0.0271972987759 5.02066925664e-06 1.11616699561
7108.8 1.92951103249e-07 0.0271977668253 5.01642577803e-06 1.11617904012
7111.2 1.88739356667e-07 0.0271982248538 5.01686594528e-06 1.11619108007
7113.6 1.84778589009e-07 0.0271986730754 5.01955677858e-06 1.11620312378
7116.0 1.81463200723e-07 0.0271991125655 5.02291647324e-06 1.11621517475
7118.4 1.79362796159e-07 0.0271995455567 5.02833846727e-06 1.11622723626
7120.8 1.79001232966e-07 0.0271999755935 5.0385438816e-06 1.11623931651
7123.2 1.80492514934e-07 0.027200406986 5.05404253639e-06 1.11625142762
7125.6 1.83471659808e-07 0.027200843743 5.07239159563e-06 1.11626357934
7128.0 1.87398363579e-07 0.0272012887871 5.09115857646e-06 1.1162757756
7130.4 1.91848402172e-07 0.0272017438832 5.11048149587e-06 1.11628801757
7132.8 1.96467082621e-07 0.0272022098618 5.13193070652e-06 1.11630030846
7135.2 2.00759069674e-07 0.0272026865332 5.15570473127e-06 1.11631265362
7137.6 2.04109228744e-07 0.0272031723751 5.18019683653e-06 1.11632505671
7140.0 2.06040602381e-07 0.0272036645549 5.2040227567e-06 1.11633751777
7142.4 2.0638466763e-07 0.0272041594652 5.22727131056e-06 1.11635003532
7144.8 2.052467611e-07 0.027204653423 5.25077872006e-06 1.11636260898
7147.2 2.02912170381e-07 0.0272051432137 5.27517045859e-06 1.11637524012
7149.6 1.99775006922e-07 0.0272056264383 5.30067053907e-06 1.11638793113
7152.0 1.96263906821e-07 0.027206101685 5.32697328035e-06 1.1164006843
7154.4 1.92776392244e-07 0.0272065685333 5.353028771e-06 1.11641350031
7156.8 1.89681656713e-07 0.027207027483 5.37762465722e-06 1.11642637709
7159.2 1.87400348869e-07 0.0272074799814 5.40072413433e-06 1.11643931111
7161.6 1.86427307051e-07 0.0272079285746 5.42387746481e-06 1.11645230063
7164.0 1.87144297133e-07 0.0272083768605 5.4485165667e-06 1.1164653475
7166.4 1.89538204151e-07 0.0272088288795 5.47364713283e-06 1.1164784541
7168.8 1.93155025467e-07 0.0272092881114 5.49595746617e-06 1.11649161763
7171.2 1.97398234579e-07 0.0272097567753 5.51294686768e-06 1.11650482831
7173.6 2.01861635513e-07 0.0272102358871 5.52573074976e-06 1.11651807472
7176.0 2.06331874212e-07 0.0272107257194 5.53804389463e-06 1.11653135125
7178.4 2.10514824126e-07 0.0272112259354 5.55245880968e-06 1.11654465986
7180.8 2.13882879605e-07 0.0272117352126 5.56817346245e-06 1.11655800462
7183.2 2.15846346624e-07 0.0272122508877 5.58242583354e-06 1.11657138533
7185.6 2.16051202835e-07 0.0272127691648 5.59325577444e-06 1.11658479615
7188.0 2.14534985497e-07 0.0272132858682 5.60076489068e-06 1.11659822898
7190.4 2.11673868651e-07 0.0272137973188 5.60654162924e-06 1.11661167774
7192.8 2.08002796308e-07 0.0272143009308 5.61233855043e-06 1.1166251404
7195.2 2.04029561963e-07 0.0272147953697 5.61882743477e-06 1.1166386178
7197.6 2.00158029768e-07 0.0272152803948 5.62523817597e-06 1.11665211068
7200.0 1.96768076625e-07 0.0272157567061 5.6305630941e-06 1.11666561764
7202.4 1.94345175703e-07 0.027216226042 5.63531042745e-06 1.11667913669
7204.8 1.93424647799e-07 0.0272166913658 5.64132186135e-06 1.11669266865
7207.2 1.94280461972e-07 0.0272171566119 5.64914826156e-06 1.11670621721
7209.6 1.96681225038e-07 0.0272176257659 5.65628100443e-06 1.11671978373
7212.0 2.00067891538e-07 0.0272181018649 5.65936812222e-06 1.11673336251
7214.4 2.03982487066e-07 0.0272185867253 5.65831089339e-06 1.11674694372
7216.8 2.08213193089e-07 0.0272190813601 5.65687804844e-06 1.11676052195
7219.2 2.12515830185e-07 0.027219586235 5.65867747702e-06 1.11677410061
7221.6 2.16364861315e-07 0.0272201008918 5.66357877492e-06 1.11678768732
7224.0 2.19090461048e-07 0.0272206234382 5.66871447462e-06 1.11680128607
7226.4 2.20198595478e-07 0.0272211505851 5.67168620664e-06 1.11681489455
7228.8 2.19532948826e-07 0.0272216782629 5.67190001115e-06 1.11682850686
7231.2 2.17268870053e-07 0.0272222024251 5.67026287414e-06 1.11684211745
7233.6 2.13855392133e-07 0.0272227197742 5.66892886908e-06 1.11685572448
7236.0 2.09856144265e-07 0.0272232282281 5.67010478849e-06 1.11686933132
7238.4 2.0570418461e-07 0.0272237269005 5.67357940003e-06 1.11688294374
7240.8 2.01640050505e-07 0.0272242157135 5.676308417e-06 1.11689656361
7243.2 1.97960328116e-07 0.027224695234 5.67584619464e-06 1.1169101862
7245.6 1.95228367188e-07 0.0272251670604 5.67344357772e-06 1.11692380534
7248.0 1.94066598528e-07 0.0272256342144 5.67232594681e-06 1.11693742027
7250.4 1.94719627258e-07 0.0272261007579 5.67339966748e-06 1.11695103514
7252.8 1.96918899026e-07 0.0272265707241 5.67420651294e-06 1.11696465226
7255.2 2.0019107596e-07 0.0272270472561 5.67233549271e-06 1.11697826812
7257.6 2.04199301676e-07 0.0272275325245 5.66870281528e-06 1.11699187736
7260.0 2.08723793132e-07 0.0272280280322 5.66668255667e-06 1.11700547982
7262.4 2.13396022087e-07 0.027228534576 5.66848301914e-06 1.11701908202
7264.8 2.17595701437e-07 0.0272290517661 5.67323986718e-06 1.11703269209
7267.2 2.20645430085e-07 0.0272295776554 5.67846547429e-06 1.11704631414
7269.6 2.22064939319e-07 0.0272301089079 5.68225852559e-06 1.11705994701
7272.0 2.21696223666e-07 0.0272306414213 5.68412744269e-06 1.11707358667
7274.4 2.19732991369e-07 0.0272311711363 5.68520429972e-06 1.11708722987
7276.8 2.16655832295e-07 0.0272316948029 5.68806615893e-06 1.11710087779
7279.2 2.13011171728e-07 0.0272322104033 5.69476902584e-06 1.11711453719
7281.6 2.09177565031e-07 0.0272327170298 5.704357493e-06 1.11712821614
7284.0 2.05404828486e-07 0.0272332145287 5.71371614561e-06 1.11714191783
7286.4 2.02105377968e-07 0.0272337035409 5.72168583913e-06 1.11715564032
7288.8 1.99959170677e-07 0.0272341860184 5.73095167936e-06 1.11716938348
7291.2 1.99562628229e-07 0.0272346654445 5.74461000795e-06 1.11718315415
7293.6 2.00987971732e-07 0.0272351461053 5.76180159585e-06 1.11719696185
7296.0 2.03789600994e-07 0.0272356318383 5.77822211225e-06 1.11721080988
7298.4 2.07425400386e-07 0.0272361252963 5.79074335042e-06 1.11722469264
7300.8 2.11573950943e-07 0.0272366280956 5.80041026883e-06 1.11723860202
7303.2 2.16040385663e-07 0.0272371412328 5.81073961348e-06 1.1172525354
7305.6 2.20470327391e-07 0.0272376650456 5.82384616078e-06 1.1172664969
7308.0 2.24271707653e-07 0.0272381987361 5.83873392985e-06 1.117280492
7310.4 2.26843813102e-07 0.0272387400747 5.85305041405e-06 1.11729452214
7312.8 2.27850658014e-07 0.0272392857081 5.86564853314e-06 1.11730858458
7315.2 2.27280998701e-07 0.027239831866 5.87702865173e-06 1.11732267579
7317.6 2.25327301029e-07 0.027240374996 5.88806239303e-06 1.1173367939
7320.0 2.22280960688e-07 0.0272409121259 5.89926606796e-06 1.11735093869
7322.4 2.18506732305e-07 0.0272414410712 5.91087452654e-06 1.11736511086
7324.8 2.14399113098e-07 0.0272419605582 5.92242987908e-06 1.11737931083
7327.2 2.10339886166e-07 0.027242470245 5.93259274674e-06 1.11739353686
7329.6 2.06784242508e-07 0.0272429707939 5.94074163966e-06 1.11740778486
7332.0 2.04337630565e-07 0.0272434641402 5.94853616418e-06 1.11742205199
7334.4 2.03534904772e-07 0.0272439535872 5.95822477623e-06 1.1174363401
7336.8 2.04470358337e-07 0.0272444431935 5.96931653796e-06 1.11745065315
7339.2 2.06770272092e-07 0.0272449366823 5.97867069467e-06 1.11746499074
7341.6 2.09964283856e-07 0.0272454367637 5.98437956319e-06 1.1174793464
7344.0 2.13757806732e-07 0.0272459452303 5.98809149163e-06 1.11749371336
7346.4 2.17894965123e-07 0.0272464632136 5.99265458459e-06 1.11750809026
7348.8 2.21891723844e-07 0.0272469909576 5.99842630247e-06 1.11752247956
7351.2 2.25066974557e-07 0.027247527308 6.00302810119e-06 1.1175368813
7353.6 2.26870395022e-07 0.0272480696329 6.00447335532e-06 1.1175512903
7356.0 2.27119967935e-07 0.0272486144213 6.0032977862e-06 1.11756569963
7358.4 2.25914101834e-07 0.0272491580622 6.00109856022e-06 1.1175801049
7360.8 2.23414722408e-07 0.0272496972568 5.99802584469e-06 1.11759450385
7363.2 2.1980129669e-07 0.027250229116 5.99278720749e-06 1.11760889283
7365.6 2.15373366707e-07 0.0272507513256 5.98436606527e-06 1.11762326541
7368.0 2.10563866974e-07 0.0272512624503 5.97239965137e-06 1.11763761353
7370.4 2.05857167895e-07 0.0272517621555 5.95659255509e-06 1.11765192832
7372.8 2.01796281674e-07 0.0272522513397 5.9374875177e-06 1.11766620122
7375.2 1.98982993259e-07 0.0272527322748 5.91721136396e-06 1.11768042686
7377.6 1.97830306592e-07 0.0272532084508 5.89730078828e-06 1.11769460427
7380.0 1.98272449847e-07 0.0272536837741 5.87591054072e-06 1.11770873213
7382.4 1.99881248241e-07 0.0272541615585 5.84936374499e-06 1.11772280245
7384.8 2.02291837906e-07 0.0272546441662 5.81683778823e-06 1.1177368019
7387.2 2.0535114458e-07 0.0272551333378 5.7816259053e-06 1.11775072005
7389.6 2.08817452367e-07 0.0272556303401 5.74714025577e-06 1.11776455457
7392.0 2.1211070296e-07 0.0272561354539 5.71328075277e-06 1.11777830708
7394.4 2.14496222849e-07 0.0272566473822 5.67757993952e-06 1.11779197611
7396.8 2.15445901169e-07 0.0272571633128 5.63852702256e-06 1.11780555544
7399.2 2.14769361772e-07 0.0272576795711 5.596547967e-06 1.11781903753
7401.6 2.12519145585e-07 0.0272581923173 5.55266227047e-06 1.11783241658
7404.0 2.08899198351e-07 0.0272586980193 5.50769084002e-06 1.117845689
7406.4 2.04236053181e-07 0.0272591937816 5.46252604401e-06 1.11785885326
7408.8 1.98922697693e-07 0.0272596775721 5.41773353645e-06 1.11787190958
7411.2 1.93338557764e-07 0.0272601482856 5.37260953989e-06 1.11788485799
7413.6 1.87876766291e-07 0.027260605744 5.32589087279e-06 1.11789769619
7416.0 1.83067079006e-07 0.0272610508766 5.27802116633e-06 1.11791042088
7418.4 1.79534693873e-07 0.0272614859987 5.23157441026e-06 1.1179230324
7420.8 1.77684508915e-07 0.0272619146618 5.18841530274e-06 1.11793553639
7423.2 1.77443606937e-07 0.0272623408155 5.1472409191e-06 1.11794793917
7425.6 1.78401636852e-07 0.0272627678298 5.10516000988e-06 1.11796024205
7428.0 1.80174000785e-07 0.0272631981206 5.06140114264e-06 1.11797244193
7430.4 1.82543744676e-07 0.0272636333819 5.01834917991e-06 1.11798453763
7432.8 1.85257243242e-07 0.0272640747431 4.97871375113e-06 1.1179965341
7435.2 1.87792265719e-07 0.0272645224025 4.94236719051e-06 1.1180084394
7437.6 1.89448156844e-07 0.027264975091 4.90654118005e-06 1.11802025809
7440.0 1.89700599241e-07 0.0272654300695 4.86895696827e-06 1.11803198869
7442.4 1.88437888064e-07 0.0272658838357 4.83000922216e-06 1.11804362745
7444.8 1.85859247461e-07 0.0272663329922 4.79156933793e-06 1.11805517334
7447.2 1.82213096559e-07 0.027266774679 4.75441057044e-06 1.11806662852
7449.6 1.77686608605e-07 0.0272672065587 4.7175207782e-06 1.11807799484
7452.0 1.72500853077e-07 0.0272676267836 4.67933800042e-06 1.11808927107
7454.4 1.67003248251e-07 0.0272680341886 4.63877935389e-06 1.11810045281
7456.8 1.61656591429e-07 0.0272684285804 4.59557570695e-06 1.11811153403
7459.2 1.57001064264e-07 0.0272688109696 4.55059680015e-06 1.11812250944
7461.6 1.53558792662e-07 0.0272691836414 4.50542441172e-06 1.11813337667
7464.0 1.51615405231e-07 0.0272695498504 4.46048382769e-06 1.11814413575
7466.4 1.51064083805e-07 0.0272699130658 4.41379603512e-06 1.11815478489
7468.8 1.51540476187e-07 0.0272702761913 4.3626803598e-06 1.11816531666
7471.2 1.5271709983e-07 0.0272706413004 4.30683604657e-06 1.11817572008
7473.6 1.54406698412e-07 0.0272710098489 4.24900350319e-06 1.11818598709
7476.0 1.56380479514e-07 0.0272713827935 4.19232810397e-06 1.11819611669
7478.4 1.58173615917e-07 0.0272717602585 4.13745401247e-06 1.11820611243
7480.8 1.59158395928e-07 0.0272721410569 4.0824307253e-06 1.11821597629
7483.2 1.58835357519e-07 0.0272725226494 4.02521303652e-06 1.11822570546
7485.6 1.57050024323e-07 0.0272729017118 3.96579972103e-06 1.11823529468
7488.0 1.53955898031e-07 0.0272732749189 3.9058518147e-06 1.11824474066
7490.4 1.49827625214e-07 0.0272736394592 3.84686570164e-06 1.11825404392
7492.8 1.44942442556e-07 0.0272739931833 3.78920053766e-06 1.1182632072
7495.2 1.39583313019e-07 0.0272743346142 3.73220469934e-06 1.11827223288
7497.6 1.34066198368e-07 0.0272746629936 3.67461334838e-06 1.11828112107
7500.0 1.28778803225e-07 0.0272749784076 3.61559468434e-06 1.11828986932
7502.4 1.24232367299e-07 0.027275282021 3.556224584e-06 1.1182984755
7504.8 1.20965324629e-07 0.0272755762582 3.49913834352e-06 1.11830694193
7507.2 1.19252193379e-07 0.0272758645192 3.44581422302e-06 1.11831527588
7509.6 1.18927784659e-07 0.0272761503352 3.39488142592e-06 1.11832348471
7512.0 1.1957378023e-07 0.0272764365371 3.34404781815e-06 1.11833157143
7514.4 1.20842805914e-07 0.027276725037 3.29320784089e-06 1.11833953613
7516.8 1.22532880412e-07 0.0272770170878 3.24466757256e-06 1.11834738158
7519.2 1.24382794608e-07 0.0272773133866 3.20042149455e-06 1.11835511569
7521.6 1.25916176621e-07 0.0272776137454 3.16001991871e-06 1.11836274822
7524.0 1.26564209685e-07 0.0272779167219 3.121281458e-06 1.11837028578
7526.4 1.25935187886e-07 0.0272782197211 3.08254159255e-06 1.11837773037
7528.8 1.23967654697e-07 0.0272785196045 3.0438458956e-06 1.11838508204
7531.2 1.20873430818e-07 0.0272788134138 3.00621381448e-06 1.11839234211
7533.6 1.16970273784e-07 0.0272790988263 2.97027196711e-06 1.11839951389
7536.0 1.1256964106e-07 0.0272793742742 2.93576291665e-06 1.11840660113
7538.4 1.07983313847e-07 0.0272796389377 2.90193999266e-06 1.11841360638
7540.8 1.03559292427e-07 0.0272798927889 2.86811034577e-06 1.11842053044
7543.2 9.96832082692e-08 0.0272801366799 2.83416128607e-06 1.11842737316
7545.6 9.67573753096e-08 0.0272803724086 2.80084853958e-06 1.11843413517
7548.0 9.51060752869e-08 0.0272806026447 2.76912247502e-06 1.11844081914
7550.4 9.48018107677e-08 0.0272808305342 2.738819327e-06 1.11844742867
7552.8 9.5604491809e-08 0.0272810590217 2.70847150012e-06 1.11845396542
7555.2 9.71359172489e-08 0.0272812903102 2.67694148255e-06 1.11846042791
7557.6 9.91022519237e-08 0.027281525796 2.64506980361e-06 1.11846681433
7560.0 1.01309750186e-07 0.0272817662904 2.61519850213e-06 1.11847312665
7562.4 1.03480614322e-07 0.0272820120389 2.58886359916e-06 1.11847937152
7564.8 1.05128793583e-07 0.0272822623701 2.56511471608e-06 1.1184855563
7567.2 1.05699355636e-07 0.0272825153639 2.54135120594e-06 1.11849168406
7569.6 1.04868913737e-07 0.0272827680459 2.51585436318e-06 1.1184977527
7572.0 1.02711905036e-07 0.0272830171428 2.48925993667e-06 1.11850375884
7574.4 9.95815219731e-08 0.0272832598949 2.46347216588e-06 1.11850970212
7576.8 9.58654629082e-08 0.0272834944313 2.43960593186e-06 1.11851558581
7579.2 9.18796253438e-08 0.0272837197254 2.41732636194e-06 1.11852141413
7581.6 8.79233858906e-08 0.027283935489 2.39565894266e-06 1.11852718971
7584.0 8.4325932753e-08 0.0272841421882 2.3738779454e-06 1.11853291316
7586.4 8.14412038898e-08 0.0272843411088 2.35201642316e-06 1.11853858423
7588.8 7.96289122411e-08 0.0272845343929 2.33101250871e-06 1.11854420387
7591.2 7.91432949652e-08 0.0272847249196 2.31185906179e-06 1.11854977531
7593.6 7.99387315027e-08 0.027284915818 2.29404416755e-06 1.1185553024
7596.0 8.16375626628e-08 0.0272851097096 2.27544520106e-06 1.11856078578
7598.4 8.37869861834e-08 0.027285308219 2.25466858407e-06 1.11856622192
7600.8 8.61246527525e-08 0.027285512113 2.23315287694e-06 1.11857160731
7603.2 8.85159725142e-08 0.0272857216817 2.21394463475e-06 1.11857694382
7605.6 9.06799710763e-08 0.0272859367169 2.19838540075e-06 1.11858223862
7608.0 9.21167057371e-08 0.0272861560729 2.18480537679e-06 1.11858749845
7610.4 9.23493782027e-08 0.0272863774322 2.17050194687e-06 1.11859272482
7612.8 9.120035492e-08 0.0272865976919 2.15425724707e-06 1.11859791453
7615.2 8.88577675348e-08 0.0272868137616 2.13689846513e-06 1.11860306391
7617.6 8.57431190923e-08 0.0272870232827 2.12021049871e-06 1.11860817244
7620.0 8.23172640113e-08 0.0272872249551 2.10555877713e-06 1.11861324337
7622.4 7.89511136658e-08 0.0272874184772 2.09299785238e-06 1.11861828164
7624.8 7.59170217902e-08 0.027287604319 2.08147373028e-06 1.118623291
7627.2 7.34817203945e-08 0.0272877835974 2.07026831383e-06 1.11862827309
7629.6 7.19860896298e-08 0.0272879581588 2.06021725335e-06 1.11863322967
7632.0 7.17435678197e-08 0.0272881306344 2.05285895535e-06 1.11863816537
7634.4 7.27883320644e-08 0.0272883040727 2.04819717676e-06 1.11864308663
7636.8 7.47667831678e-08 0.0272884811388 2.04392096602e-06 1.11864799718
7639.2 7.71443694114e-08 0.0272886634322 2.03734303452e-06 1.11865289469
7641.6 7.95213119584e-08 0.027288851431 2.02801926826e-06 1.11865777313
7644.0 8.17253337135e-08 0.027289044927 2.01812058746e-06 1.11866262849
7646.4 8.36112580823e-08 0.0272892433309 2.00997930593e-06 1.11866746221
7648.8 8.48415087152e-08 0.0272894454742 2.00336088924e-06 1.11867227822
7651.2 8.49596594071e-08 0.0272896492356 1.99561410596e-06 1.11867707699
7653.6 8.3718702857e-08 0.0272898516497 1.98466358899e-06 1.11868185333
7656.0 8.13053392092e-08 0.0272900496785 1.97129467831e-06 1.11868660048
7658.4 7.82185307126e-08 0.0272902411072 1.95813770042e-06 1.11869131579
7660.8 7.49581300118e-08 0.0272904249192 1.94693565201e-06 1.11869600188
7663.2 7.18524423628e-08 0.0272906010918 1.93726247077e-06 1.11870066292
7665.6 6.91096038273e-08 0.0272907702463 1.92748060965e-06 1.11870530061
7668.0 6.69336463004e-08 0.0272909334982 1.916471677e-06 1.11870991336
7670.4 6.55848321139e-08 0.0272910925204 1.90467611282e-06 1.11871449873
7672.8 6.53293650438e-08 0.0272912496174 1.89370259868e-06 1.11871905679
7675.2 6.62701298018e-08 0.0272914075368 1.88466524451e-06 1.11872359083
7677.6 6.82007384174e-08 0.0272915689018 1.8767937106e-06 1.11872810458
7680.0 7.06689641104e-08 0.0272917355455 1.86806574026e-06 1.11873259841
7682.4 7.3228942937e-08 0.027291908223 1.8574909253e-06 1.11873706908
7684.8 7.5628407419e-08 0.0272920868518 1.84650807079e-06 1.11874151388
7687.2 7.77306276637e-08 0.0272922708826 1.83766440727e-06 1.11874593488
7689.6 7.92989730853e-08 0.0272924593182 1.83190934535e-06 1.11875033837
7692.0 7.99617588279e-08 0.027292650431 1.82776013547e-06 1.11875472998
7694.4 7.94536463776e-08 0.0272928417295 1.82347309646e-06 1.11875911146
7696.8 7.786693701e-08 0.0272930305142 1.81952114836e-06 1.11876348305
7699.2 7.56181337872e-08 0.0272932146963 1.81833103434e-06 1.11876784847
7701.6 7.31881398988e-08 0.0272933932638 1.82187185521e-06 1.11877221672
7704.0 7.09294863282e-08 0.027293566205 1.83011360099e-06 1.1187765991
7706.4 6.90689061014e-08 0.0272937342031 1.84166871291e-06 1.11878100524
7708.8 6.77976840723e-08 0.027293898443 1.85526666743e-06 1.11878544156
7711.2 6.73260102137e-08 0.0272940605914 1.87058993795e-06 1.11878991259
7713.6 6.78609008283e-08 0.0272942228157 1.88824744075e-06 1.11879442319
7716.0 6.95024694412e-08 0.0272943876517 1.90897118133e-06 1.11879897985
7718.4 7.21152897712e-08 0.027294557593 1.93243019284e-06 1.11880358954
7720.8 7.5326767901e-08 0.0272947345235 1.95706501599e-06 1.11880825693
7723.2 7.87107668056e-08 0.0272949193686 1.98162414385e-06 1.11881298336
7725.6 8.19606167967e-08 0.0272951121742 2.00650289867e-06 1.11881776911
7728.0 8.48455250263e-08 0.0272953123416 2.03280017764e-06 1.11882261627
7730.4 8.70565253004e-08 0.027295518624 2.06026337765e-06 1.11882752795
7732.8 8.8219508398e-08 0.0272957289553 2.0870211166e-06 1.11883250469
7735.2 8.81108510772e-08 0.0272959405517 2.11147060435e-06 1.11883754288
7737.6 8.68289304811e-08 0.0272961504795 2.1338669541e-06 1.11884263729
7740.0 8.474714811e-08 0.0272963563708 2.15589831623e-06 1.118847785
7742.4 8.23320859449e-08 0.0272965568658 2.17910735769e-06 1.11885298701
7744.8 8.00043240074e-08 0.0272967516695 2.2039474356e-06 1.11885824668
7747.2 7.81009755576e-08 0.0272969413959 2.23000389607e-06 1.11886356742
7749.6 7.68797014206e-08 0.0272971273727 2.25651794964e-06 1.11886895124
7752.0 7.65158145431e-08 0.0272973114473 2.28258307654e-06 1.11887439817
7754.4 7.71038529765e-08 0.0272974957909 2.30740147518e-06 1.11887990615
7756.8 7.86611142401e-08 0.0272976827089 2.33068010367e-06 1.11888547185
7759.2 8.10878150063e-08 0.0272978744076 2.35239560394e-06 1.11889109154
7761.6 8.41231698622e-08 0.0272980726608 2.37210509006e-06 1.11889676094
7764.0 8.74083020377e-08 0.0272982784985 2.38915065203e-06 1.11890247444
7766.4 9.06191720508e-08 0.0272984921315 2.40368939109e-06 1.11890822585
7768.8 9.35023252939e-08 0.0272987130773 2.41673671232e-06 1.11891401036
7771.2 9.57843214416e-08 0.0272989402213 2.42876836815e-06 1.11891982497
7773.6 9.71257657905e-08 0.0272991717134 2.43875346814e-06 1.118925666
7776.0 9.72442388299e-08 0.0272994049574 2.44502158386e-06 1.11893152653
7778.4 9.61106551493e-08 0.0272996369833 2.44709301652e-06 1.11893739706
7780.8 9.40250643457e-08 0.0272998651461 2.44658246864e-06 1.11894326947
7783.2 9.14887712691e-08 0.0273000877627 2.44620500129e-06 1.11894914082
7785.6 8.89753054182e-08 0.0273003043196 2.44779499671e-06 1.11895501362
7788.0 8.6797300819e-08 0.0273005152468 2.45139178501e-06 1.11896089264
7790.4 8.51519095102e-08 0.0273007215858 2.45613532029e-06 1.11896678168
7792.8 8.42139989623e-08 0.0273009248249 2.46141486263e-06 1.11897268274
7795.2 8.41361098822e-08 0.027301126845 2.46695069649e-06 1.11897859677
7797.6 8.49924442983e-08 0.0273013297993 2.47250984232e-06 1.11898452413
7800.0 8.67395569683e-08 0.0273015358777 2.47795447836e-06 1.11899046468
7802.4 8.91874996238e-08 0.0273017469902 2.48307362154e-06 1.11899641792
7804.8 9.20154034236e-08 0.0273019644336 2.48732100723e-06 1.11900238239
7807.2 9.48755546569e-08 0.0273021887028 2.49039085543e-06 1.11900835565
7809.6 9.74895090182e-08 0.0273024195409 2.49291793614e-06 1.11901433562
7812.0 9.96145409935e-08 0.0273026560657 2.4957078777e-06 1.11902032197
7814.4 1.00961476835e-07 0.027302896757 2.49833377211e-06 1.11902631482
7816.8 1.01248684547e-07 0.0273031394091 2.4993543796e-06 1.11903231204
7819.2 1.00374295892e-07 0.0273033813567 2.49796799162e-06 1.11903830883
7821.6 9.85013300968e-08 0.0273036200075 2.49491352326e-06 1.11904430029
7824.0 9.59724882398e-08 0.0273038533761 2.4917789849e-06 1.11905028432
7826.4 9.31561498916e-08 0.0273040803304 2.48965287907e-06 1.11905626204
7828.8 9.03379640937e-08 0.0273043005234 2.48831781559e-06 1.1190622356
7831.2 8.77300730501e-08 0.027304514205 2.48678147393e-06 1.11906820572
7833.6 8.55716469056e-08 0.0273047221671 2.48464481343e-06 1.11907417143
7836.0 8.41532033491e-08 0.0273049258369 2.48247777696e-06 1.11908013198
7838.4 8.36878131237e-08 0.0273051272461 2.4806556496e-06 1.11908608774
7840.8 8.41901758734e-08 0.0273053286997 2.47850645981e-06 1.11909203873
7843.2 8.5505679094e-08 0.0273055323347 2.47505858088e-06 1.11909798301
7845.6 8.74205905029e-08 0.0273057398462 2.47020256754e-06 1.11910391733
7848.0 8.97106224843e-08 0.0273059524037 2.46470231492e-06 1.11910983921
7850.4 9.21065543409e-08 0.0273061705843 2.45927975305e-06 1.11911574799
7852.8 9.42820701335e-08 0.0273063942507 2.4540557606e-06 1.11912164399
7855.2 9.59151057245e-08 0.0273066224873 2.44881167455e-06 1.11912752743
7857.6 9.67507014946e-08 0.0273068536862 2.44331217104e-06 1.11913339798
7860.0 9.66122139069e-08 0.0273070857217 2.43706080833e-06 1.11913925443
7862.4 9.54131156761e-08 0.0273073161521 2.42910712417e-06 1.11914509383
7864.8 9.32203998923e-08 0.0273075425124 2.41871678166e-06 1.11915091122
7867.2 9.02966511214e-08 0.0273077627328 2.4061458504e-06 1.11915670105
7869.6 8.70221623123e-08 0.0273079755154 2.39220793096e-06 1.11916245908
7872.0 8.37631113727e-08 0.0273081804577 2.37724383117e-06 1.11916818242
7874.4 8.08377873234e-08 0.0273083779788 2.36112754537e-06 1.11917386847
7876.8 7.85556597345e-08 0.0273085692509 2.3439957101e-06 1.11917951461
7879.2 7.71709086799e-08 0.0273087561228 2.32609173626e-06 1.11918511872
7881.6 7.67660671315e-08 0.0273089408472 2.30695721896e-06 1.11919067838
7884.0 7.72404051679e-08 0.027309125655 2.28564433038e-06 1.1191961895
7886.4 7.84284305972e-08 0.0273093124576 2.26192436883e-06 1.11920164658
7888.8 8.01782071311e-08 0.0273095027855 2.23670868284e-06 1.11920704494
7891.2 8.2290920624e-08 0.0273096977485 2.21105545745e-06 1.11921238226
7893.6 8.44403978373e-08 0.0273098978261 2.18514592426e-06 1.1192176577
7896.0 8.62136798571e-08 0.0273101026109 2.15841144783e-06 1.11922286997
