                time                   J                  Ks                   I                   V                   i                   U                   K                   r                   R                   g                   z                   B                   H
       615010.094275       35.6947228762       28.1184625321       45.4492971086       59.1946870617       46.6245171264       81.4732454605       27.9518779494        54.022234831       52.0970039357       66.2011421301       43.9342749704       69.6249148576       31.1679508992
       616957.565625       35.7469305095       28.1479674401        45.528085763       59.3086610285       46.7064036497       81.6405970802       27.9808356536       54.1232247661       52.1930850226       66.3322682661       44.0090418933       69.7642675195       31.2069885178
       618911.203776       35.7992436605       28.1775432789       45.6070280623       59.4228683899       46.7884501119       81.8083047979       28.0098635031       54.2244167344       52.2893568093       66.4636707384       44.0839545156        69.903916764       31.2461110534
       620871.028256       35.8516414225       28.2071823329       45.6860708486       59.5371877103       46.8705984598       81.9761392986       28.0389539225        54.325717475       52.3857358708       66.5951883603       44.1589656829       70.0436827806       31.2853069593
       622837.058653       35.9041058037       28.2368628592       45.7652069044       59.6516227442       46.9528427463       82.1441029421       28.0680852139       54.4271277592       52.4822214829        66.726826517       44.2340664888       70.1835708709       31.3245549024
       624809.314619       35.9567489602       28.2666396727       45.8445964728       59.7663430484       47.0353468514       82.3122583673       28.0973107145       54.5288223458       52.5789876304       66.8587320263       44.3094117607        70.323711483       31.3639349112
       626787.815868        36.009367018       28.2963966466        45.923948687       59.8810100743       47.1178119138       82.4804005782       28.1265164471       54.6304680169       52.6757071744       66.9905851333       44.3847218326       70.4638039034       31.4032934661
       628772.582176       36.0620784277       28.3262340616       46.0033983431       59.9957747261       47.2003745863       82.6486498093       28.1558020878       54.7322115798       52.7725246411       67.1225358587       44.4601290615       70.6039945809       31.4427397378
       630763.633381       36.1149670596       28.3561834411       46.0830647031       60.1106857695       47.2831546249       82.8165682704       28.1851978435       54.8341497024       52.8695474913       67.2545223215       44.5357506569       70.7441498347        31.482328105
       632760.989386       36.1679806943       28.3862127057       46.1628835288       60.2256840065       47.3660871303       82.9841706997       28.2146722835       54.9362177492       52.9667102286       67.3865004919       44.6115234886       70.8842362423       31.5220165953
       634764.670155       36.2212644019       28.4163835755       46.2431041796       60.3411688683       47.4494340609       83.1521195895        28.244285198       55.0387578094       53.0643339144        67.518949911       44.6876807045       71.0247735813       31.5619011895
       636774.695715        36.274534302       28.4465565609        46.323290924       60.4565876064       47.5327444651       83.3199953932       28.2739006265       55.1412439197       53.1619082881       67.6513200954       44.7638073166       71.1652281566       31.6017811212
       638791.086158       36.3278254508       28.4767588065       46.4034881954       60.5719943992       47.6160639188       83.4878059705       28.3035454978       55.2437280121       53.2594838587       67.7836623006       44.8399462759       71.3056463035       31.6416870273
       640813.861639       36.3812483169       28.5070558555       46.4838331158       60.6875200202       47.6995309833       83.6555807958       28.3332839688         55.34634926       53.3572010595       67.9160847598       44.9162323093       71.4461212217       31.6817061654
       642843.042376       36.4348677231       28.5374637179       46.5644498868       60.8033212992       47.7832755021       83.8233797528       28.3631311193       55.4492614678       53.4552095608       68.0487296847       44.9927817294       71.5867811203       31.7218731212
       644878.648652       36.4887555538       28.5680124223       46.6454397993       60.9194795833       47.8674001041       83.9910990222       28.3931158888       55.5525629811       53.5536110287       68.1816369876       45.0696933479        71.727638819       31.7622365544
       646920.700814       36.5428067983       28.5986598895       46.7266459312       61.0358559629       47.9517446257       84.1589163075       28.4231977521        55.656092609       53.6522410533       68.3147314636       45.1468155053       71.8686638991       31.8027272123
