                time                   J                  Ks                   I                   V                   i                   U                   K                   r                   R                   g                   z                   B                   H
        54247.488278       18.5685737861       18.8870883079       18.8615531624       19.7869354149       18.9230052201       21.8772697981       18.9065739994       19.3925209126       19.2582916626       20.3854757501       18.7888782834         20.70004638       18.6550374892
       54419.2666443       18.5723607098        18.888275166       18.8687933626       19.7991563155       18.9306676522       21.8976845765       18.9077037319       19.4028586831       19.2679308028       20.4002594859       18.7955756799       20.7160871926       18.6572649447
       54591.5889585       18.5761732962       18.8894786857       18.8760707638        19.811430084       18.9383686525       21.9181769516        18.908849929       19.4132435009       19.2776148035       20.4151038899       18.8023085063       20.7321924678       18.6595126704
        54764.456943       18.5800136784       18.8907004811       18.8833880256       19.8237599001       18.9461109344       21.9387506196       18.9100141922       19.4236783752       19.2873466032       20.4300123359       18.8090793503       20.7483656621       18.6617825017
       54937.8723258       18.5838802753        18.891936183       18.8907470761       19.8361524504       18.9538968415       21.9594196051       18.9111920894       19.4341682281       19.2971304596       20.4449938574       18.8158896013       20.7646169409       18.6640712013
       55111.8368402       18.5877716842       18.8931879274       18.8981418434       19.8485949545       18.9617197328        21.980160057       18.9123858347       19.4447028146       19.3069570683       20.4600322208       18.8227339199       20.7809283743       18.6663794858
       55286.3522251       18.5916875277        18.894455195       18.9055722613         19.86108805       18.9695795901       22.0009743451       18.9135949065       19.4552824717       19.3168266652       20.4751285357       18.8296121813        20.797301328       18.6687068837
       55461.4202248       18.5956299848       18.8957399874       18.9130410566       19.8736355944       18.9774792242       22.0218684263       18.9148213055       19.4659106005       19.3267424893       20.4902873092       18.8365270087       20.8137406334       18.6710554376
       55637.0425893       18.5995985309       18.8970385378       18.9205516629       19.8862462773       18.9854225315        22.042859133       18.9160611906       19.4765939483       19.3367105552       20.5055198168       18.8434812349       20.8302588173        18.673422709
        55813.221074       18.6035957432       18.8983556979       18.9281033828        19.898914369       18.9934083992       22.0639321248       18.9173194614       19.4873287175       19.3467277743       20.5208176615       18.8504746923       20.8468461635       18.6758126631
       55989.9574398       18.6076141136       18.8996860654       18.9356861435       19.9116264191       19.0014264556       22.0850688022       18.9185907636       19.4981027011       19.3567824101       20.5361657476       18.8574976965       20.8634867837       18.6782190341
       56167.2534534       18.6116930268       18.9010558228       18.9433580742       19.9244690441        19.009537192       22.1064041352        18.919901001       19.5089916068       19.3669461601       20.5516657079       18.8646053597       20.8802897245       18.6806731743
       56345.1108869       18.6158030055       18.9024424346       18.9510793368       19.9373860486       19.0176994357       22.1278535317       18.9212277802         19.51994556       19.3771714582       20.5672525743       18.8717595405       20.8971856662       18.6831498751
        56523.531518       18.6199438232       18.9038492687       18.9588444731       19.9503638797       19.0259070624       22.1493895773       18.9225745441       19.5309541201       19.3874490046       20.5829084963         18.87895563       20.9141546328       18.6856511086
       56702.5171303       18.6241042756       18.9052678905       18.9666393893       19.9633852885       19.0341456725       22.1709909551       18.9239329258       19.5420011307       19.3977630755       20.5986148665       18.8861799403       20.9311773884       18.6881672601
       56882.0695126       18.6282929149       18.9067047955       18.9744751226       19.9764645546       19.0424265917       22.1926768327       18.9253093736       19.5530996814       19.4081263089       20.6143875343       18.8934431339        20.948270536       18.6907056696
       57062.1904598       18.6325115328        18.908158323       18.9823575751       19.9896128948       19.0507561953       22.2144665099       18.9267021469       19.5642590397        19.418547233       20.6302402932        18.900750496       20.9654491114       18.6932661004
       57242.8817723       18.6367613412       18.9096319682       18.9902850635       20.0028246356       19.0591324548       22.2363479648       18.9281147923       19.5754750219       19.4290222221       20.6461654673       18.9081007898       20.9827044638       18.6958511217
       57424.1452561       18.6410362981       18.9111217303       18.9982490225       20.0160878861       19.0675465096       22.2583043766       18.9295433552       19.5867369568       19.4395410684       20.6621495658       18.9154858333       21.0000223391       18.6984559007
       57605.9827231       18.6453367217       18.9126272643       19.0062507866       20.0294055418       19.0759998246       22.2803410917       18.9309874774       19.5980471473       19.4501058546       20.6781962798       18.9229067951        21.017406811       18.7010803432
       57788.3959908       18.6496673367       18.9141497474       19.0142992414       20.0427918134       19.0845017615       22.3024804589       18.9324482536       19.6094178539       19.4607281013       20.6943224018       18.9303719397       21.0348759195       18.7037270961
       57971.3868825       18.6540275466       18.9156908239       19.0223912276       20.0562403455       19.0930488716       22.3247113346       18.9339273808       19.6208438826       19.4714030577       20.7105200502       18.9378784862       21.0524210487       18.7063968687
       58154.9572273       18.6584176784       18.9172510753       19.0305268687        20.069751179       19.1016412629       22.3470339561       18.9354254474       19.6323252813       19.4821307811       20.7267892939       18.9454265811       21.0700422943       18.7090901293
       58339.1088602       18.6628310748       18.9188263109        19.038696011       20.0833088573       19.1102683415       22.3694238872       18.9369383147       19.6438486227       19.4928985908       20.7431118852        18.953006633       21.0877200313       18.7118017208
       58523.8436217       18.6672855666       18.9204251451       19.0469288313       20.0969613921       19.1189617966        22.391958332       18.9384743962       19.6554551789       19.5037452568       20.7595449926       18.9606468748       21.1055159118       18.7145439318
       58709.1633585       18.6717962901       18.9220590025        19.055245784       20.1107373889       19.1277427554       22.4146799048       18.9400450387        19.667170425       19.5146951062       20.7761215495       18.9683669024       21.1234650134       18.7173296354
       58895.0699228       18.6763396253       18.9237139396       19.0636102613       20.1245814232        19.136573017        22.437502239       18.9416365093       19.6789460542       19.5257024726       20.7927764458       18.9761321548       21.1414974774       18.7201410316
       59081.5651729        18.680908795       18.9253855878       19.0720117483       20.1384769308       19.1454415779       22.4603980999       18.9432444877       19.6907678533       19.5367539976       20.8094898361       18.9839327367       21.1595918248       18.7229728382
       59268.6509729       18.6855051711       18.9270721995       19.0804557843       20.1524354225       19.1543544862       22.4833886311       18.9448671584       19.7026450843       19.5478581059       20.8262762718       18.9917735326       21.1777640892       18.7258245511
       59456.3291929       18.6901332145       18.9287772821       19.0889481438       20.1664646661       19.1633176809       22.5064851407       18.9465080079       19.7145847469       19.5590215169       20.8431445935        18.999660107       21.1960236492       18.7287000554
       59644.6017087       18.6947955436       18.9305050612       19.0974895462       20.1805629686       19.1723316639       22.5296823772       18.9481712996       19.7265860261       19.5702437507       20.8600919604       19.0075934628       21.2143671155       18.7316029129
       59833.4704022       18.6994855967       18.9322504065       19.1060712911       20.1947182618       19.1813874599        22.552962426       18.9498519319       19.7386381541       19.5815145145       20.8771045002       19.0155652496       21.2327797206       18.7345274426
       60022.9371614        18.704202884       18.9340113103       19.1146946457        20.208933986       19.1904865342       22.5763318378        18.951547862       19.7507437872       19.5928361635       20.8941866676       19.0235764751       21.2512663999       18.7374722666
       60213.0038799       18.7089528812       18.9357908575       19.1233683892       20.2232238258       19.1996380769       22.5998125076       18.9532621237       19.7629147422       19.6042198251       20.9113547054       19.0316353923       21.2698446556       18.7404414135
       60403.6724577       18.7137383488       18.9375939973       19.1320924995       20.2375839461       19.2088417341       22.6233946288       18.9549997149       19.7751486027       19.6156636157        20.928602882       19.0397424076       21.2885078371       18.7434389466
       60594.9448005       18.7185543866       18.9394160464       19.1408622047       20.2520102612       19.2180927743       22.6470757424        18.956755961       19.7874409762       19.6271630416       20.9459275864       19.0478927048       21.3072525824       18.7464600568
       60786.8228201       18.7233950987       18.9412525634       19.1496689188       20.2664893912       19.2273822381       22.6708336631       18.9585264458        19.799780382       19.6387073035       20.9633127485       19.0560781652       21.3260614721       18.7494997913
       60979.3084346       18.7282689971       18.9431074403       19.1585273658       20.2810450727       19.2367256119       22.6947069677       18.9603149607       19.8121871454       19.6503154621       20.9807867497       19.0643125332       21.3449651657       18.7525638814
        61172.403568       18.7331771611       18.9449853464       19.1674342477       20.2956682325       19.2461190878       22.7186777441       18.9621262572       19.8246543214       19.6619813771       20.9983376956        19.072593174       21.3639504086       18.7556555259
       61366.1101502       18.7381418248       18.9468983943       19.1764260811       20.3104169085       19.2556009734       22.7428403393       18.9639722337       19.8372317256       19.6737518364       21.0160349178       19.0809543133       21.3830921006       18.7587908037
       61560.4301174       18.7431497731       18.9488377485       19.1854827151       20.3252595798        19.265150205       22.7671429859        18.965844141       19.8498922698         19.68560136       21.0338406882       19.0893769561       21.4023494164       18.7619592317
       61755.3654121       18.7481894256       18.9507942538       19.1945891749       20.3401761986       19.2747513836       22.7915571718       18.9677328752       19.8626178388       19.6975125461       21.0517323149       19.0978466706        21.421698364       18.7651507014
       61950.9179827       18.7532632864       18.9527734535       19.2037444194       20.3551612632       19.2844030651       22.8160708179       18.9696440507       19.8754045514       19.7094821327       21.0697021773       19.1063629422         21.44113031       18.7683694962
       62147.0897838       18.7583729353        18.954775402       19.2129521383       20.3702216482       19.2941092029       22.8406963638       18.9715776891       19.8882580594       19.7215153234       21.0877588497       19.1149291232       21.4606546763       18.7716162735
       62343.8827763       18.7635149878       18.9567963848       19.2222087441       20.3853525983       19.3038661445       22.8654259129       18.9735300632       19.9011741417       19.7336080696       21.1058967136       19.1235416984       21.4802653754       18.7748875078
       62541.2989272       18.7686826755       18.9588302542       19.2315065569       20.4005450659       19.3136660951       22.8902482696       18.9754950381       19.9141442682       19.7457520336       21.1241060276        19.132193135       21.4999523314       18.7781768121
       62739.3402098       18.7738874861       18.9608887518       19.2408573239       20.4158119174       19.3235208689       22.9151789665       18.9774843661       19.9271808086       19.7579594208       21.1424004277       19.1408951036       21.5197295862       18.7814957715
       62938.0086036        18.779132073       18.9629724428       19.2502663044       20.4311619811       19.3334360343        22.940232575       18.9794985654       19.9402912579       19.7702372275       21.1607905424        19.149652464        21.539608648       18.7848458018
       63137.3060944       18.7844115919       18.9650774385       19.2597269516       20.4465856832       19.3434048096       22.9653938088       18.9815337644       19.9534672456       19.7825775132       21.1792650775       19.1584589634       21.5595773523        18.788222671
       63337.2346743       18.7897148774        18.967193552       19.2692266934       20.4620683134       19.3534144454       22.9906443412       18.9835797966       19.9666948793       19.7949666866       21.1978081988       19.1673022566       21.5796193105       18.7916158113
       63537.7963416       18.7950560616       18.9693348019       19.2787807871        20.477627936       19.3634803932       23.0160081353        18.985650687       19.9799910474       19.8074212307       21.2164397165       19.1761973667       21.5997552319       18.7950391955
       63738.9931011       18.8004347924       18.9714995248       19.2883900921       20.4932665583       19.3736036305       23.0414885749       18.9877447386       19.9933573763       19.8199426168       21.2351620975        19.185144993       21.6199877943        18.798491735
       63940.8269639       18.8058500021       18.9736868982       19.2980527115       20.5089804275       19.3837821287       23.0670780216       18.9898611299       20.0067908827       19.8325281285       21.2539704481       19.1941433999       21.6403115144       18.8019725545
       64143.2999473        18.811295595       18.9758889841       19.3077653562       20.5247707408       19.3940129622       23.0927855745       18.9919918859       20.0202910236       19.8451765891       21.2728683928        19.203188836       21.6607312253       18.8054744187
       64346.4140753       18.8167756533       18.9781141042       19.3175268798       20.5406293129       19.4042943699       23.1185919336       18.9941454247       20.0338522282       19.8578834102       21.2918442422       19.2122809525        21.681233533        18.809003917
       64550.1713779       18.8223192974       18.9803792877       19.3273824843       20.5566245144       19.4146735179       23.1446037204       18.9963385112       20.0475341058       19.8707049517       21.3109783048       19.2214624253       21.7019046098       18.8125829085
       64754.5738919       18.8279139971         18.98267588       19.3373141751       20.5727300505       19.4251317249       23.1707803443       18.9985625729       20.0613135459       19.8836192714       21.3302398813       19.2307161378       21.7227115706       18.8162012171
       64959.6236604       18.8335466365       18.9849919768       19.3473072862       20.5889291183       19.4356541393       23.1971016656       19.0008057326       20.0751745413       19.8966106609       21.3496111052       19.2400276635       21.7436360345       18.8198464492
        65165.322733       18.8392056617       18.9873257362       19.3573375184       20.6051793327       19.4462149169       23.2234959024       19.0030663623       20.0890815136       19.9096460755       21.3690403686       19.2493746933       21.7646218818       18.8235128688
       65371.6731657        18.844904838       18.9896850762       19.3674257718       20.6215111882       19.4568357948       23.2500088986       19.0053522458        20.103061387       19.9227511007       21.3885629732       19.2587770421       21.7857067636       18.8272107922
       65578.6770211       18.8506442141        18.992068753       19.3775738968       20.6379291004       19.4675188445       23.2766488921       19.0076621125       20.1171176218       19.9359288372       21.4081845934       19.2682362759       21.8068969515       18.8309394802
       65786.3363683       18.8564228896       18.9944728247       19.3877852377        20.654442733       19.4782679392       23.3034361389       19.0099919559       20.1312574745       19.9491856533       21.4279181909       19.2777550613       21.8282070317       18.8346961855
       65994.6532829       18.8622332205       18.9968976105        19.398041684       20.6710191589       19.4890637003       23.3303137883       19.0123422701       20.1454535866       19.9624962657       21.4477233109       19.2873169219       21.8495928742        18.838478038
       66203.6298473       18.8680802463       18.9993457716       19.4083509903       20.6876695725         19.49991419       23.3572984215         19.01471566       20.1597158903       19.9758701292        21.467612832       19.2969292105        21.871068179       18.8422886924
       66413.2681502       18.8739713633       19.0018215218       19.4187247172       20.7044113706       19.5108314713        23.384416653       19.0171162697       20.1740595986       19.9893216396       21.4876070823       19.3066028395       21.8926546957       18.8461336375
        66623.570287       18.8798998921       19.0043161168       19.4291592309       20.7212456052       19.5218122979        23.411677434       19.0195353126       20.1884839678       20.0028493932       21.5077095802        19.316333681       21.9143571565       18.8500049235
       66834.5383599       18.8858632714       19.0068328769       19.4396447222       20.7381527643       19.5328460098       23.4390461299       19.0219762425       20.2029730801       20.0164388255        21.527896018       19.3261130294       21.9361489298       18.8539034687
       67046.1744775        18.891860403       19.0093707562        19.450179056       20.7551281817       19.5439302928       23.4665131374       19.0244380059       20.2175233146       20.0300866812       21.5481602154        19.335938966       21.9580230729       18.8578283005
       67258.4807554        18.897902224       19.0119365094       19.4607789544       20.7721970593       19.5550825853       23.4941174569       19.0269272684       20.2321566638       20.0438137616        21.568531729       19.3458272942       21.9800112679       18.8617878194
       67471.4593155       18.9039837883       19.0145234789        19.471441554       20.7893593257       19.5663002673       23.5218634937       19.0294373331       20.2468720173       20.0576185672       21.5890118866       19.3557748343       22.0021155271       18.8657760699
       67685.1122867       18.9101047641       19.0171353262       19.4821617784       20.8066037358       19.5775777156        23.549730456        19.031971954       20.2616604007       20.0714929818       21.6095864231       19.3657772226       22.0243201217       18.8697950646
       67899.4418047       18.9162638978       19.0197703422       19.4929387491       20.8239297666       19.5889140864       23.5777184818       19.0345294099       20.2765211655       20.0854363092       21.6302549924       19.3758335328       22.0466247998       18.8738433004
       68114.4500116       18.9224645523       19.0224314141        19.503776012        20.841340663       19.6003129215       23.6058296056       19.0371125734       20.2914577274       20.0994520127       21.6510205271       19.3859473087       22.0690323149       18.8779238959
       68330.1390567       18.9287401078       19.0251352494       19.5147301242       20.8589273458       19.6118336596       23.6342120707        19.039737798       20.3065479349       20.1136131118       21.6719918307       19.3961714155       22.0916602658       18.8820601144
       68546.5110958       18.9350579241       19.0278660003       19.5257460889       20.8766027473        19.623418577       23.6627263201       19.0423896018       20.3217168234       20.1278491383       21.6930653942       19.4064543643       22.1143970883       18.8862294093
       68763.5682917       18.9414236238       19.0306256236        19.536833953       20.8943827849       19.6350782357       23.6913975283       19.0450698575       20.3369781346       20.1421730157       21.7142600496       19.4168055328       22.1372630334       18.8904352444
        68981.312814       18.9478211336       19.0334047305       19.5479678623       20.9122265371       19.6467855385       23.7201590158       19.0477693139       20.3522967327       20.1565517308        21.735526891       19.4272006521       22.1602052466       18.8946656485
       69199.7468392       18.9542572602       19.0362039455       19.5591633627       20.9301626552       19.6585571254       23.7490614323       19.0504884656       20.3676962705       20.1710070934       21.7569014226       19.4376538688        22.183262607       18.8989236621
       69418.8725506       18.9607401153       19.0390333011       19.5704262206       20.9481938569       19.6703984904       23.7781029626       19.0532373887       20.3831805808       20.1855433607       21.7783848992        19.448171303       22.2064356698       18.9032185331
       69638.6921385       18.9672706639       19.0418924272       19.5817590655       20.9663250557       19.6823124605       23.8072922614        19.056015683       20.3987537218       20.2001642716       21.7999833954       19.4587553291        22.229731081        18.907550435
       69859.2078001       18.9738373035       19.0447728544       19.5931459407       20.9845337739        19.694282536       23.8365956713       19.0588149459       20.4143957093       20.2148507588        21.821670991       19.4693906856       22.2531212123       18.9119096647
       70080.4217395       18.9804400947       19.0476715261        19.604590794       21.0028292233       19.7063131234       23.8660306964       19.0616320505       20.4301137979       20.2296093421       21.8434595197       19.4800807256       22.2766191715        18.916294433
       70302.3361679       18.9870894397       19.0505995581       19.6161039101       21.0212225248       19.7184145415       23.8956109516       19.0644781358       20.4459186946       20.2444506012       21.8653607927       19.4908357038       22.3002371466       18.9207154924
       70524.9533035        18.993787017        19.053557864       19.6276875832       21.0397164483       19.7305891382       23.9253397219       19.0673540948       20.4618130228       20.2593770968       21.8873777478       19.5016578393       22.3239781519       18.9251741013
       70748.2753714       19.0005266995       19.0565417129       19.6393337036       21.0582998297       19.7428285533       23.9552004167       19.0702552263       20.4777867974       20.2743792742       21.9094975729       19.5125393423       22.3478285493        18.929664982
       70972.3046039       19.0073018465        19.059543344        19.651036264         21.07696662       19.7551268096       23.9851860562       19.0731737369       20.4938340712       20.2894512013       21.9317139813       19.5234741539         22.37178191       18.9341809035
       71197.0432402        19.014123544       19.0625740238       19.6628073907       21.0957319084        19.767496232       24.0153180508       19.0761209091       20.5099686768       20.3046062809       21.9540439377       19.5344741646       22.3958561647       18.9387329366
       71422.4935267       19.0209917211       19.0656335178       19.6746470598       21.1145955933       19.7799367942       24.0455961669       19.0790965032        20.526190551        20.319844462       21.9764872871       19.5455393516       22.4200511347       18.9433209296
       71648.6577168       19.0279071094       19.0687226091       19.6865551382       21.1335553858        19.792448213       24.0760136097       19.0821012958       20.5424983051       20.3351646673       21.9990404066       19.5566697626       22.4443625107       18.9479457218
       71875.5380713       19.0348645398        19.071833006       19.6985306678       21.1526164056       19.8050300462       24.1065854535        19.085126928       20.5588947629        20.350568868       22.0217115365       19.5678637766       22.4688000614       18.9526002602
       72103.1368579       19.0418595054       19.0749661549       19.7105621471       21.1717581905       19.8176699914         24.13727761       19.0881749847        20.575362744       20.3660411292       22.0444758754       19.5791109364       22.4933368924       18.9572835273
       72331.4563515       19.0489015984       19.0781288071        19.722662613       21.1909983921       19.8303814886       24.1681151481       19.0912521518       20.5919181827       20.3815967418       22.0673533906       19.5904237563       22.5179941047       18.9620034411
       72560.4988344       19.0560172681       19.0813370566       19.7348716932        21.210394819       19.8432057375        24.199184807       19.0943742923       20.6086120955       20.3972841803       22.0904110265       19.6018398316       22.5428430898       18.9667802824
       72790.2665958       19.0632014975       19.0845837342       19.7471876317       21.2299507867       19.8561414002       24.2304984856       19.0975341944       20.6254458509       20.4131040981        22.113654777        19.613356874       22.5678911606       18.9716076992
       73020.7619326       19.0704264486       19.0878546887       19.7595643013        21.249593972       19.8691401189       24.2619412374       19.1007180038       20.6423570011       20.4289977198       22.1369989296       19.6249316264       22.5930460569        18.976466093
       73251.9871485       19.0776962253       19.0911534959       19.7720065836        21.269330465       19.8822068743       24.2935212651       19.1039292854       20.6593511701       20.4449704992        22.160450222       19.6365688439        22.618314839       18.9813592427
       73483.9445548       19.0850166011       19.0944837008       19.7845229264       21.2891721806       19.8953504231       24.3252556532       19.1071715333       20.6764390025       20.4610325982       22.1840222396       19.6482765724       22.6437118913        18.986291609
       73716.6364701       19.0923857612       19.0978398782       19.7971161867       21.3091284943       19.9085741834       24.3571642237       19.1104392425       20.6936274319       20.4771900384         22.20772765       19.6600569442       22.6692514865       18.9912592177
       73950.0652201       19.0998028482       19.1012248258       19.8097811351       21.3291885648       19.9218724232       24.3892278058       19.1137352947       20.7109076661       20.4934348078       22.2315529251       19.6719053856       22.6949188113       18.9962633642
       74184.2331382        19.107256756       19.1046321296       19.8225001804       21.3493252645       19.9352267483        24.421403496       19.1170533755       20.7282561962       20.5097447369       22.2554660006       19.6838053351       22.7206793787       19.0012957877
       74419.1425649       19.1147604774       19.1080700162       19.8352926015         21.36956674       19.9486571986         24.45373357       19.1204016078        20.745697843       20.5261434046        22.279499501       19.6957750909       22.7465679896       19.0063666182
       74654.7958484        19.122318082         19.11153759       19.8481684266       21.3899308218       19.9621744921       24.4862479361       19.1237789818       20.7632475603       20.5426446781       22.3036750849       19.7078237836       22.7726081569       19.0114770019
        74891.195344       19.1299237082       19.1150340674         19.86111622       21.4103994739        19.975766581       24.5189191996       19.1271848354       20.7808896702       20.5592337912       22.3279716781       19.7199407836       22.7987773653       19.0166240169
       75128.3434147        19.137576776       19.1185593879       19.8741341151       21.4309684323       19.9894314124       24.5517389312       19.1306191136       20.7986208547       20.5759077674        22.352383701       19.7321244567       22.8250693888        19.021807457
       75366.2424309       19.1452744742       19.1221119017       19.8872172255       21.4516291735       20.0031638158       24.5846917791       19.1340801868        20.816434031       20.5926600403       22.3769005752       19.7443702731       22.8514726093       19.0270252589
       75604.8947706       19.1530244297        19.125692638       19.9003818931       21.4724103909       20.0169811896       24.6178263725       19.1375689406       20.8343532491       20.6095129296       22.4015572721       19.7566932136       22.8780250624       19.0322810856
       75844.3028191       19.1608213118       19.1293013385       19.9136170745       21.4932940878       20.0308718535       24.6511146671       19.1410852367       20.8523630166       20.6264519055       22.4263325442       19.7690830705        22.904703953       19.0375725576
       76084.4689696       19.1686698739       19.1329419528       19.9269287339       21.5142881227       20.0448419271       24.6845678103       19.1446330087       20.8704704619       20.6434838293       22.4512352634       19.7815456106       22.9315186561       19.0429039304
       76325.3956225       19.1765675047       19.1366124164       19.9403123181       21.5353838954       20.0588865565       24.7181695261       19.1482101918       20.8886686218       20.6606023177        22.476254484       19.7940766505       22.9584570462       19.0482730434
       76567.0851861       19.1845129062       19.1403080243       19.9537707463       21.5565899162       20.0730091547       24.7519367528       19.1518120045       20.9069639472        20.677813042       22.5014014345       19.8066784681        22.985531655       19.0536765773
       76809.5400761       19.1925081033       19.1440329515        19.967304283       21.5779052085       20.0872098335       24.7858678567       19.1554426789        20.925355807       20.6951155324       22.5266748256       19.8193515413       23.0127410863       19.0591177436
       77052.7627161       19.2005580175       19.1477918542       19.9809183155       21.5993359777       20.1014940438       24.8199706003       19.1591068666       20.9438500812        20.712515553       22.5520813285       19.8321011774       23.0400922477       19.0646012931
       77296.7555371       19.2086616037       19.1515835265       19.9946116365        21.620880354       20.1158605379       24.8542415539       19.1628033546       20.9624451915       20.7300116222       22.5776186243       19.8449262161       23.0675825839       19.0701261208
        77541.520978       19.2168055887       19.1553960725       20.0083679017       21.6425162897       20.1302925315       24.8886482278       19.1665202649       20.9811213569       20.7475847717       22.6032614571       19.8578108612       23.0951852347       19.0756799055
       77787.0614853       19.2250248298       19.1592531078       20.0222381339       21.6643192728       20.1448430822       24.9233073053       19.1702809804        20.999944715       20.7652976964       22.6290981544       19.8708035351       23.1229948526       19.0812906228
       78033.3795134       19.2333186534       19.1631550927       20.0362214814       21.6862896422       20.1595113879       24.9582224365       19.1740859991       21.0189150238       20.7831499729       22.6551299995       19.8839033411       23.1510132267       19.0869581482
       78280.4775243       19.2416690653       19.1670918552       20.0502882578       21.7083795537       20.1742662684       24.9933146609       19.1779253067       21.0379914213       20.8011032986       22.6812995028       19.8970824965       23.1791780957       19.0926693194
       78528.3579879       19.2500727069        19.171057293       20.0644377117       21.7305908383        20.189107233       25.0285889222       19.1817927313       21.0571748698       20.8191582852       22.7076095479       19.9103398991       23.2074928235       19.0984192299
       78777.0233818       19.2585174987       19.1750462816       20.0786490906       21.7528910935       20.2040125083       25.0639947805       19.1856833047       21.0764372818       20.8372884708       22.7340219856       19.9236561202       23.2359164832       19.1041999304
       79026.4761917       19.2670182564       19.1790697373       20.0929429017       21.7753095178       20.2190033219        25.099576098       19.1896078634       21.0958045281       20.8555185023       22.7605705872       19.9370507474       23.2644850989        19.110023841
       79276.7189108       19.2755788685       19.1831293889       20.1073254838       21.7978554749       20.2340862873        25.135346659       19.1935680853       21.1152848773       20.8738562291       22.7872661448       19.9505297593       23.2932101444       19.1158935917
       79527.7540406       19.2841945625        19.187219059       20.1217930971       21.8205257506       20.2492577444       25.1713031251       19.1975577547        21.134875007       20.8922982643       22.8141054784       19.9640893013       23.3220884237       19.1218036462
       79779.5840902       19.2928578602       19.1913351415       20.1363345777       21.8433056087       20.2645061624       25.2074267756       19.2015733633       21.1545613643       20.9108315392       22.8410724551       19.9777187039       23.3511031831       19.1277487131
       80032.2115768       19.3015717886       19.1954827295       20.1509495282        21.866189068       20.2798306921       25.2437019603       19.2056200426        21.174340133       20.9294530269       22.8681580912        19.991418142       23.3802439529        19.133733131
       80285.6390256        19.310344645       19.1996665353       20.1656509968       21.8891959057       20.2952449583       25.2801591734       19.2097024269       21.1942285638       20.9481790356       22.8953855658       20.0051999215       23.4095355652       19.1397630409
       80539.8689696       19.3191725812       19.2038800555       20.1804377662       21.9123276241       20.3107480132        25.316803196       19.2138139467       21.2142272342       20.9670097716       22.9227575054       20.0190624637       23.4389811564       19.1458330845
       80794.9039501       19.3280566061       19.2081250171       20.1953112832       21.9355878655       20.3263414337       25.3536428564        19.217956358       21.2343388107        20.985947578       22.9502790604       20.0330070691        23.468586668       19.1519445656
       81050.7465162       19.3369888033         19.21239918       20.2102558965       21.9589498323       20.3420086205       25.3906333903       19.2221275418       21.2545406971       21.0049714223       22.9779177518       20.0470193055       23.4983168528       19.1580930043
       81307.3992252       19.3459767017       19.2167078869       20.2252813684       21.9824257499       20.3577595715       25.4277903005       19.2263327868       21.2748442573       21.0240923301       23.0056868904        20.061108622       23.5281855285       19.1642846815
       81564.8646425       19.3550207318       19.2210470418       20.2403936094       22.0060286904       20.3736008327       25.4651374712       19.2305678939        21.295259932       21.0433197447       23.0336030223       20.0752801025       23.5582109093       19.1705173554
       81823.1453416       19.3641252214       19.2254202097       20.2555986955       22.0297681126        20.389538735        25.502690904       19.2348364183       21.3157958164       21.0626612786       23.0616775738       20.0895395065       23.5884054203       19.1767948238
       82082.2439041       19.3732886501        19.229829905       20.2708900262       22.0536305234       20.4055660769       25.5404263006       19.2391409646       21.3364409789       21.0821069625       23.0898936253        20.103881012         23.61875048       19.1831179676
       82342.1629198       19.3824978526       19.2342664203       20.2862500886       22.0775924592       20.4216648294       25.5783107292       19.2434719031       21.3571741764       21.1016363848       23.1182247258       20.1182877738       23.6492181827       19.1894756763
       82602.9049868       19.3917622814       19.2387332894       20.3016944284       22.1016761729       20.4378511825       25.6163752359       19.2478326219       21.3780153232       21.1212685394       23.1466960592       20.1327744821       23.6798350738       19.1958740164
       82864.4727114       19.4010863458       19.2432339052       20.3172298793       22.1258932059       20.4541323248       25.6546403874       19.2522265022       21.3989740652          21.1410124       23.1753218931         20.14734753       23.7106168008       19.2023166806
       83126.8687079       19.4104698827       19.2477706073       20.3328535288       22.1502373788       20.4705050414       25.6930953698       19.2566559436       21.4200453919       21.1608634073       23.2040945411        20.162004403       23.7415549629        19.208804955
       83390.0955992       19.4199162135       19.2523457012       20.3485699956       22.1747150946       20.4869741058       25.7317493475       19.2611232289       21.4412350416       21.1808270503       23.2330212923       20.1767495199       23.7726572764       19.2153415544
       83654.1560164        19.429403381       19.2569412619       20.3643503844       22.1992858965       20.5035096957       25.7705416066        19.265610505        21.462507063       21.2008690145       23.2620554115       20.1915551564        23.803873892       19.2219071075
       83919.0525989       19.4389514325       19.2615706104       20.3802245319       22.2239945663       20.5201428858       25.8095422586       19.2701309553        21.483900512       21.2210262514       23.2912495626       20.2064495689       23.8352613622       19.2285175309
       84184.7879945       19.4485739022       19.2662460264       20.3962078821        22.248859538       20.5368893652       25.8487748462       19.2746968345       21.5054326714       21.2413156222       23.3206237689       20.2214478888       23.8668404954       19.2351855789
       84451.3648593       19.4582936997       19.2709798979       20.4123384761       22.2739416199       20.5537890747       25.8883381343       19.2793203142       21.5271556672       21.2617860502       23.3502507211       20.2365857276       23.8986898185       19.2419277119
       84718.7858579       19.4680696521       19.2757437939       20.4285561312        22.299151264       20.5707794091       25.9280925975       19.2839732193       21.5489912253        21.282363399       23.3800253301       20.2518059915       23.9306965699       19.2487106331
